"filename", "language", "JSON", "CSS", "PHP", "Markdown", "JavaScript", "XML", "HTML", "comment", "blank", "total"
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/fontello/fontello.svg", "XML", 0, 0, 0, 0, 0, 58, 0, 0, 47, 105
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/inter/demo.html", "HTML", 0, 0, 0, 0, 0, 0, 1003, 0, 31, 1034
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/inter/stylesheet.css", "CSS", 0, 330, 0, 0, 0, 0, 0, 0, 31, 361
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Black.svg", "XML", 0, 0, 0, 0, 0, 3953, 0, 0, 1, 3954
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-BlackItalic.svg", "XML", 0, 0, 0, 0, 0, 4454, 0, 0, 1, 4455
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Bold.svg", "XML", 0, 0, 0, 0, 0, 4001, 0, 0, 1, 4002
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-BoldItalic.svg", "XML", 0, 0, 0, 0, 0, 4028, 0, 0, 1, 4029
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Book.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-BookItalic.svg", "XML", 0, 0, 0, 0, 0, 4156, 0, 0, 1, 4157
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-ExtraLight.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-ExtraLightItalic.svg", "XML", 0, 0, 0, 0, 0, 4161, 0, 0, 1, 4162
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Heavy.svg", "XML", 0, 0, 0, 0, 0, 4317, 0, 0, 1, 4318
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-HeavyItalic.svg", "XML", 0, 0, 0, 0, 0, 4456, 0, 0, 1, 4457
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Light.svg", "XML", 0, 0, 0, 0, 0, 4072, 0, 0, 1, 4073
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-LightItalic.svg", "XML", 0, 0, 0, 0, 0, 4161, 0, 0, 1, 4162
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Regular.svg", "XML", 0, 0, 0, 0, 0, 4056, 0, 0, 1, 4057
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-RegularItalic.svg", "XML", 0, 0, 0, 0, 0, 4158, 0, 0, 1, 4159
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-SemiBold.svg", "XML", 0, 0, 0, 0, 0, 4006, 0, 0, 1, 4007
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-SemiBoldItalic.svg", "XML", 0, 0, 0, 0, 0, 4028, 0, 0, 1, 4029
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-Thin.svg", "XML", 0, 0, 0, 0, 0, 4070, 0, 0, 1, 4071
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/mont/Mont-ThinItalic.svg", "XML", 0, 0, 0, 0, 0, 3992, 0, 0, 1, 3993
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/fonts/slick/slick.svg", "XML", 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/js/bootstrap.bundle.5.1.3.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Applications/XAMPP/xamppfiles/htdocs/job_portal/public/assets/js/custom.js", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 4, 7
